,token,v_1,v_2
13907,sailboat,-0.2113646,1.6120349
13908,institutionalized,1.8885909,0.81178176
13909,filler,-0.0045510666,-1.2064378
13910,emits,-0.88507843,-0.3194802
13911,sever,-0.44231457,0.011625793
13912,clipping,-0.82850003,1.5731984
13913,transformers,-1.12201,-0.35493377
13914,seasoning,-0.13783595,-0.26365453
13915,alluring,1.2608166,0.19785704
13916,firewalls,-0.2935599,-2.584587
13917,unprofessional,2.2542799,0.26738486
13918,zoomed,-0.12557793,1.5848651
13919,classed,-0.31259862,0.2895302
13920,toting,-0.11265019,0.8917545
13921,maestro,-0.09852718,0.6674211
13922,obstructed,0.7082659,0.60842854
13923,defiantly,0.62108266,0.06719325
13924,freaked,2.2176805,-0.055401318
13925,previewed,0.670708,-1.6199344
13926,replayed,0.958477,-0.34261036
13927,millimeter,-0.76540285,-1.3364305
13928,smarts,0.6226293,1.982236
13929,miscommunication,1.1265335,1.704828
13930,teas,-0.12717599,-0.43061537
13931,emptying,-0.12819201,0.756898
13932,hen,-0.062887564,-0.3471768
13933,retraining,1.8507345,0.18764211
13934,befitting,1.623063,0.68289423
13935,expeditiously,0.08393214,0.5211035
13936,clones,-0.10591617,-0.39490622
13937,suitably,1.2313801,0.3837627
13938,manic,1.8757899,0.07139428
13939,graphs,-0.13587585,-1.4291295
13940,bulging,-0.37634847,-0.036803346
13941,alphabet,-0.080828816,-1.2978197
13942,sneaky,-0.66505086,0.84543973
13943,mommy,1.9372989,-0.5132346
13944,hues,-0.6796198,-0.41941476
13945,beings,-0.070640035,-0.19096482
13946,circuitry,-1.7212856,-1.4851407
13947,saver,-0.10146451,0.7037694
13948,illustrator,-0.23371235,-0.6056057
13949,tooling,-0.9485608,-0.72985095
13950,din,-0.3110354,1.1278172
13951,greasy,-0.1851755,-0.2979426
13952,spreadsheets,-0.10021063,-2.3697085
13953,eyeballs,-1.7202747,0.32040754
13954,wavelength,-1.9781778,-1.2053995
13955,peeling,-0.64202505,-0.1353576
13956,transistors,-1.8283987,-1.5871931
13957,gaffer,-0.4535159,2.3397806
13958,tm,0.0075355154,-1.0099071
13959,helpline,0.48635384,-1.1551545
13960,whips,-0.40675616,1.1339732
13961,hiccup,0.4919509,2.3438802
13962,moody,-0.16548231,0.10604617
13963,motherboard,-1.3252535,-2.2844276
13964,sew,-0.455206,-0.005615833
13965,impeding,1.1047189,0.44342902
13966,rudimentary,-0.24947724,-0.19624968
13967,bliss,1.4299285,0.05751874
13968,exaggerate,1.7371293,0.6000848
13969,distinguishes,1.2566501,-0.3057062
13970,wheeling,-0.43213156,1.7359102
13971,lavender,-0.21414763,-0.52744377
13972,zipped,-0.2119889,1.9366498
13973,expeditions,-0.1909622,0.8247481
13974,pods,-0.030842565,-1.5939183
13975,sculpted,-1.5806259,-0.23959291
13976,multitasking,-0.154659,-2.2106237
13977,electrocuted,-0.2861392,1.1888744
13978,ratchet,-0.023177596,0.418903
13979,austere,-0.1272249,0.30526295
13980,directional,-0.35641903,-0.5616863
13981,potentials,-0.5437794,0.01842289
13982,eighty,1.8994694,0.026734646
13983,cinematography,0.30284706,-1.491069
13984,shutters,-0.44793963,0.093333006
13985,kayaking,-0.08341473,1.3716213
13986,reappear,0.61869836,0.14952852
13987,vector,-0.2154403,-1.9552417
13988,summarize,0.47456628,-0.14967507
13989,tuneup,0.47591388,2.6188114
13990,whine,1.5126545,0.5573051
13991,coaxed,-0.12930694,0.5495194
13992,scrawled,-0.24611185,-0.36028957
13993,unsavory,1.4778737,0.46966448
13994,sumptuous,0.30311868,0.56410706
13995,heaps,-0.5523862,0.09778574
13996,inseparable,-0.085851,0.6735718
13997,hopelessly,1.861009,0.7207628
13998,downsize,0.1375576,-0.0874785
13999,sarcasm,2.2395515,0.10642032
14000,patching,-0.1641537,-0.49329844
14001,hunch,1.6938283,1.1255779
14002,freebies,-0.04947405,-0.16750337
14003,multiplex,0.4542924,-0.8185262
14004,cape,-0.31193647,-0.32235917
14005,unheralded,-0.11693679,0.49479648
14006,harshest,0.94058865,1.426956
14007,buzzed,-0.14665937,1.3856821
14008,abnormally,0.19270346,0.43382484
14009,lava,-0.2259074,0.3127416
14010,scrolling,-0.88370574,-1.9559892
14011,straightened,-2.035749,0.5161211
14012,depress,1.6897541,0.28291157
14013,rev,-0.18754235,1.2675756
14014,titans,-0.057829622,0.49390313
14015,snare,-0.14295486,0.40570763
14016,dunked,-0.37031138,2.6367383
14017,gusto,-0.00983289,0.20377009
14018,dizzy,0.44771093,2.0156033
14019,blasphemy,-0.1036584,-0.36548394
14020,permissions,-0.52548534,-2.2896833
14021,intro,-0.074739516,-0.27906546
14022,claws,-0.32844973,-0.07539392
14023,idiotic,2.1725345,0.13623011
14024,checkered,-0.95782036,0.41118094
14025,inactivity,-0.72426814,1.5327576
14026,crimp,1.3295699,0.38315257
14027,impersonating,0.04450471,0.04361546
14028,tailgating,-0.28451794,1.3218563
14029,moribund,-0.053697564,1.630012
14030,desolate,-0.13828608,0.5574672
14031,amplifiers,-1.8329016,-1.6277205
14032,rumbling,-0.3404274,2.2624075
14033,heals,0.35715398,1.5262581
14034,relented,1.0284243,1.3868006
14035,dawned,1.2098334,1.2889457
14036,cancerous,-0.18611008,0.056783855
14037,mystique,1.8314945,-0.017613348
14038,flotation,-0.4652925,0.9185339
14039,gleefully,1.0836208,1.0368745
14040,mil,-0.050233148,-1.0784202
14041,blaring,-0.42935753,1.2662797
14042,tanked,0.009753427,1.7281635
14043,sultry,0.23829074,0.02256339
14044,gin,-0.11877407,-0.30716732
14045,hammers,-1.3448173,0.1902846
14046,thunderous,-0.12217951,2.072502
14047,muse,0.74721915,1.3347743
14048,junkie,1.0402169,-0.26041692
14049,auditioning,0.2564505,2.5203047
14050,threaded,-1.9935971,0.0038651451
14051,dishonesty,1.6395674,0.26135388
14052,mimics,0.024482563,-1.0672566
14053,scooping,0.06702831,1.7627518
14054,molds,-0.615493,-0.34353083
14055,resurface,-0.23103616,0.75223136
14056,grills,-0.6550266,-0.33801603
14057,overhang,-0.10075046,0.060994796
14058,shredding,-1.2514706,0.08063802
14059,hovers,0.15944986,0.7043332
14060,quotations,0.035689406,-0.3810526
14061,stares,0.14053842,0.09271573
14062,enthralled,1.1505924,1.8853345
14063,nylon,-1.4467553,-1.0700091
14064,personable,1.7461097,0.63863564
14065,learner,0.032060787,0.45501646
14066,dries,-0.7742449,0.021250974
14067,vanguard,-0.08121376,1.8973215
14068,cavernous,-0.2157361,0.46005267
14069,breathless,-1.1818842,1.643587
14070,traverse,-0.76275474,0.48987642
14071,thermometer,-0.4261236,0.007282133
14072,trolling,-0.116815,-0.23275699
14073,porcelain,-0.41832364,-1.2123146
14074,vented,-0.19456425,1.6892812
14075,dares,1.8791414,0.8786004
14076,strident,0.19939286,0.7544959
14077,painstakingly,-0.07814179,-0.031328455
14078,clincher,-0.44832498,2.023856
14079,hardening,-0.002498086,0.08445335
14080,bathed,-0.2562129,-0.21213561
14081,shameless,1.9808211,0.33771697
14082,ironed,-0.041191917,0.86114466
14083,veer,-0.005758135,0.69967085
14084,farthest,0.104708135,1.5832107
14085,pocketbook,-0.00437354,0.3897021
14086,brittle,-0.17822295,-0.66177636
14087,carpeting,-1.3032606,-0.3587835
14088,cords,-2.1889997,-0.108533755
14089,propping,-0.16946395,0.8002979
14090,gong,-0.018567538,2.2665935
14091,vanishing,-0.06526979,0.004896383
14092,regularity,0.21199058,0.7499381
14093,viewable,0.75836974,-1.6755852
14094,pearl,-0.1877083,-0.27013516
14095,bettered,0.6880034,2.2855945
14096,breakers,-0.17291827,1.263496
14097,ratcheted,0.12117791,0.8431258
14098,slit,-2.0309057,-0.022838393
14099,instantaneous,-0.18175735,-0.14357716
14100,walled,-0.21644974,0.003959949
14101,cracker,-0.07056059,-0.30139613
14102,seeping,-0.54625106,0.66240776
14103,sizing,-0.4927605,-0.27575812
14104,squaring,-0.08877415,2.17665
14105,splashing,-0.20401031,0.1900169
14106,bridal,-0.084010914,-0.109061606
14107,calculus,-0.31410155,0.981813
14108,fooling,1.8539288,0.043891508
14109,coupling,-0.40022048,-1.0078578
14110,horizontally,-1.929834,-0.22383206
14111,springtime,-0.041461393,1.5620396
14112,chagrin,0.7575135,1.512196
14113,malfunctioning,-0.06494262,-0.124121174
14114,comprehension,0.7586145,-0.043663744
14115,pertains,0.8030864,-0.04826003
14116,fingernails,-1.7608163,0.166636
14117,abatement,-0.032635752,-0.13414246
14118,haircuts,-0.3754627,0.6924236
14119,crate,-0.686061,-0.8776074
14120,foggy,-0.12471674,1.7041931
14121,smeared,-0.9432533,-0.15238586
14122,interspersed,-0.1660845,-0.039637886
14123,smokes,-0.09363302,0.10646033
14124,diseased,-0.28506663,0.0547855
14125,bulge,-1.3484561,-0.11029202
14126,equated,0.24431987,0.48961568
14127,camels,-0.59065247,0.037956
14128,interestingly,0.32668227,1.4900206
14129,consequent,0.16505362,0.60867554
14130,instructs,1.4791181,0.003527591
14131,phoning,0.9208287,-0.5095111
14132,leaky,0.7937798,-1.3220174
14133,revel,0.83561814,1.7387512
14134,alpine,-0.15228862,1.6864038
14135,correlate,0.19410618,-0.24955595
14136,edits,-0.08497713,-1.7483943
14137,atrium,-0.3291847,0.14778988
14138,instructive,1.8350776,0.50714535
14139,loathe,2.0843523,0.94479996
14140,whispering,0.12770194,1.203125
14141,glorified,-0.46367994,0.47143033
14142,seatbelt,-0.32042712,0.1826301
14143,di,-1.2539793,-2.7859411
14144,ceases,0.023333237,0.35953358
14145,redo,0.07200687,-0.22115275
14146,deviation,1.4258323,0.038155966
14147,perfecting,-0.07048099,-0.060357835
14148,backcountry,-0.20233569,1.1731564
14149,christened,0.29370838,0.18176381
14150,clearest,-0.12935275,1.6341872
14151,lyric,-1.9836568,0.05305555
14152,repel,0.503911,-0.05590278
14153,playlist,-0.34848058,-2.3758643
14154,mainline,-0.017186137,-1.0655677
14155,enclosures,-0.4208286,-1.1159041
14156,harp,-2.1938376,0.31782544
14157,interferes,1.6053171,0.05402936
14158,rectified,1.3985008,0.24235196
14159,hoisting,-0.28238738,1.8385601
14160,slug,-0.24893259,0.22926891
14161,doubtless,1.0115249,1.4550152
14162,adhesive,-2.0010183,-1.0184853
14163,cools,-1.1991451,0.8297621
14164,toiletries,-0.17170136,-0.29580322
14165,flaming,-0.62722814,-0.0043496247
14166,jumbo,-0.13444452,-0.15309092
14167,diffuse,-0.016651774,0.09763622
14168,apologetic,2.0778322,1.3199049
14169,dusting,-0.1594518,1.884008
14170,bodied,-0.2265982,-0.28567433
14171,fakes,-0.03524049,-0.19166093
14172,tinker,1.7353737,0.07040544
14173,uncontrollable,1.5789549,1.3629725
14174,blinking,0.03299526,1.8350135
14175,lessening,1.5005064,-0.040550224
14176,furthest,0.13947067,1.5497497
14177,dynamism,0.66757774,0.2860808
14178,overdrive,-0.12047954,2.1215062
14179,polar,-0.16160735,-0.039660748
14180,installer,-0.08106758,-2.0621066
14181,despised,2.0173914,0.7728156
14182,rainforest,-0.1419932,-0.10791166
14183,abrasive,0.99909145,-0.10919157
14184,harmonized,-0.1174196,-0.1276446
14185,fractions,-0.13094576,2.2910407
14186,grasped,0.0040801456,0.6432332
14187,tethered,-0.6968676,-0.07384821
14188,uniformity,-0.09290304,-0.33800444
14189,selves,-0.053249568,0.890988
14190,sucker,1.7326853,-0.2966893
14191,gripe,1.9734551,0.5070476
14192,ethically,1.0579708,0.19451688
14193,beauties,-0.004862172,0.0006521023
14194,interchangeable,-1.3861551,-0.8066845
14195,springing,-0.13041835,0.7872981
14196,resold,0.8244165,-1.5625405
14197,astounded,1.6584848,2.02816
14198,grille,-2.0479214,-0.84957516
14199,swears,1.6301855,0.46363997
14200,indulgence,1.2930859,-0.06709715
14201,grumpy,2.080087,0.19363792
14202,integrator,0.4311936,-1.7323791
14203,deafening,-0.1813105,1.4537158
14204,royals,-0.07988366,0.023659594
14205,ditching,0.54311085,0.5659511
14206,aligns,1.1390381,-1.3832598
14207,cavity,-1.6854285,-0.82557034
14208,unspoken,1.3493266,0.49739212
14209,motif,-0.1997475,-0.5243282
14210,acrylic,-1.2627349,-1.2091482
14211,oily,-0.13123584,-0.2912578
14212,vapor,-0.9046078,-0.48897746
14213,rodent,-0.110976614,-0.2725954
14214,pitiful,1.7262372,1.3624125
14215,itineraries,-0.12667628,1.3086435
14216,cushions,-0.34811747,-0.3264696
14217,le,-1.3187628,-2.7558618
14218,microchip,-0.24781609,-0.6686882
14219,drip,0.4534354,-1.303976
14220,rhyme,0.0026139896,-0.46012264
14221,garrison,-0.1054253,0.145043
14222,absorbs,0.138909,-0.06413778
14223,howling,-0.13981262,0.5160652
14224,reintroduce,1.1712759,-0.0826172
14225,innumerable,-0.063281834,0.07208774
14226,inadvertent,0.53458565,1.184468
14227,misrepresentation,1.6160724,0.16053686
14228,ilk,1.0019158,0.86874104
14229,assigns,1.1915679,-0.3354401
14230,curiously,1.1727316,0.18432483
14231,practicality,-0.12272322,-0.35713795
14232,hitman,-0.018337138,2.495211
14233,owl,-0.14558676,-0.32785365
14234,coughed,0.086237915,1.9125401
14235,pouch,-0.44395915,-1.5361542
14236,yesteryear,-1.3639929,0.2090253
14237,gated,-0.1649431,0.30297443
14238,scammers,0.219506,-0.33334205
14239,frosty,-0.06516055,2.0359466
14240,floundering,0.06621953,1.8423213
14241,demeaning,2.196866,0.18905225
14242,grandpa,1.927748,-0.3654452
14243,tanning,-0.23701587,-0.2109477
14244,cranky,2.0685117,0.22056744
14245,transcription,-0.046413913,-1.0139793
14246,consumables,-0.036516517,-1.582005
14247,disorganized,1.009702,1.4098053
14248,excitedly,0.28510892,1.0727843
14249,overcomes,1.6377513,0.95577663
14250,boyfriends,1.0375692,0.05708998
14251,keypad,-1.4863204,-1.9946805
14252,specificity,-0.010745577,-0.1959839
14253,riffs,-2.2532294,0.1142159
14254,watercolor,-0.6140468,-0.76188534
14255,blinding,-0.39828056,1.7877157
14256,unnerving,1.9585321,0.81869423
14257,centering,0.36209476,0.31944114
14258,pronged,-0.10911971,0.87726104
14259,computational,-0.05700597,-2.0085359
14260,stuttering,1.3970311,0.14926244
14261,mt,-0.12512067,-0.056926627
14262,ambiance,-0.062056735,0.08131836
14263,ammo,-0.39795545,0.5475137
14264,airy,-0.11075322,-0.2844396
14265,lol,0.2470454,-2.571826
14266,executes,0.18432386,0.106346704
14267,infrequent,1.4892869,0.47811505
14268,abort,-0.041757982,-0.18673538
14269,glaucoma,-0.18025006,-0.24407764
14270,miraculously,0.7947205,1.4609126
14271,cuff,-0.032583565,-0.046342086
14272,discharging,-0.0011742418,0.06056511
14273,pacemaker,0.97187555,0.16183719
14274,genesis,-0.93772775,0.4783749
14275,weighty,1.2924517,1.254281
14276,manifested,0.17670071,0.620867
14277,splurge,1.2197692,-0.065611206
14278,pales,-0.019083256,1.5796694
14279,intolerant,1.7198735,0.55157274
14280,heavenly,0.7504195,0.035430998
14281,worldly,-1.3232298,0.6416712
14282,sexiest,1.5737069,0.06771326
14283,pup,-0.23301359,-0.33940652
14284,synchronize,-0.02331556,-2.0899591
14285,diagnosing,-0.13247123,-0.1733859
14286,elevations,-1.3427666,0.9158237
14287,nuance,-0.21527077,0.082296684
14288,temp,-0.13788125,-0.1893115
14289,valor,0.06959319,1.2132004
14290,el,-1.0629392,-2.778015
14291,immortal,2.0062072,0.0015837929
14292,glide,-0.16635315,2.0669737
14293,embroidery,-0.19372022,-0.53174424
14294,webpage,0.252584,-2.1078243
14295,valiant,0.13888282,1.4216144
14296,groupings,-0.09397955,0.048622314
14297,transmitters,-1.5724955,-1.6107317
14298,arcane,0.014125483,0.081864245
14299,overuse,0.34762412,0.26999235
14300,flashlights,-0.27047524,-0.56818885
14301,itch,0.6155033,1.8887466
14302,fluorescent,-1.1486835,-0.58864224
14303,unsightly,1.6901164,0.09807447
14304,undiscovered,0.80715823,0.74098086
14305,miffed,1.886611,1.788422
14306,envisage,1.6891055,1.1315225
14307,chunky,-0.23766497,-0.9089658
14308,milled,-0.2138795,-0.015542796
14309,sundown,1.8248273,0.76645917
14310,condensed,-0.52887785,-0.3771822
14311,hyperbole,1.8759203,0.5732554
14312,canyons,-0.29372525,0.78915554
14313,levers,-0.29506278,-0.30713773
14314,biases,1.5657586,0.19057508
14315,leaflet,0.021955708,-0.15848497
14316,aerobics,2.161758,0.121995024
14317,blurring,-0.10337173,2.6224246
14318,focussing,0.86883515,0.97750103
14319,latent,1.4710802,1.3655779
14320,queens,-0.05146183,-0.18565686
14321,pluck,-0.29207498,0.870673
14322,frayed,-0.7633143,0.024988273
14323,literate,0.4835101,0.08312763
14324,burnout,0.18268557,1.7761482
14325,tightens,1.557324,0.08079516
14326,psychotic,2.0250154,0.10122727
14327,equipments,-0.19216335,-0.54542106
14328,algebra,-0.08818243,0.8115103
14329,persevered,-0.015044356,2.1891966
14330,guesses,0.65188813,1.1613636
14331,toolkit,0.019491341,-1.4789108
14332,atom,-1.5768065,-0.5095984
14333,sprays,-0.632753,-0.36458185
14334,wrongfully,0.2462501,0.65226483
14335,bandit,0.07337559,0.8492286
14336,velvet,-0.45826215,-1.2636415
14337,tilting,-0.11901663,1.1925819
14338,tribulations,1.1517615,1.8513334
14339,stitch,-1.019236,-0.04692524
14340,chronically,1.017493,1.2632861
14341,electro,-1.8965636,-0.14598162
14342,shelving,0.050624117,-0.34447658
14343,readies,1.7087942,1.282457
14344,technologically,0.57765615,-0.06783892
14345,gambler,-1.4451003,0.24657592
14346,expanse,-0.26745707,-0.0022053318
14347,squid,-0.16326006,-0.2291351
14348,transitioned,0.48349068,-0.24318564
14349,headers,0.44021857,2.6387808
14350,globalized,0.37086728,-0.24072959
14351,stylus,-1.4447253,-2.0832407
14352,beetle,-0.2378551,-0.29548374
14353,stalk,-0.3655243,0.048892587
14354,bookkeeping,-1.6500071,0.12016299
14355,telecasts,0.9740328,-0.95520484
14356,playlists,-0.35776675,-2.4059286
14357,nepotism,-0.084749594,1.3464383
14358,intuition,2.3376188,0.3551695
14359,cougar,-0.1891322,-0.28580302
14360,deviate,1.4248681,0.040256508
14361,uninformed,1.9158189,0.36742428
14362,loudspeaker,-0.23227218,-0.40291262
14363,jewelers,-0.110188305,-0.32809538
14364,spurts,-0.16934419,1.2255399
14365,spear,-0.53856176,-0.06480301
14366,midget,-0.06576316,-0.07702102
14367,uber,1.498176,0.029197322
14368,contours,-1.8351637,-0.43129507
14369,wink,0.072022535,0.26789817
14370,elastic,-0.74583995,-0.3728056
14371,showering,-0.11925359,0.1674623
14372,environs,-0.18520954,1.0016408
14373,downsized,0.07720494,-0.08393542
14374,bunches,-0.22090194,0.75667334
14375,dud,0.45018357,2.41541
14376,electrodes,-1.9920601,-1.1649812
14377,awaken,1.0633581,1.2397716
14378,prejudiced,1.3720442,0.6980321
14379,freaks,2.2245882,-0.09773282
14380,hairs,-1.1874444,-0.1662992
14381,venting,-0.24078557,1.6348997
14382,retorted,1.6298313,1.1261843
14383,interacts,1.0602725,-0.24609005
14384,militaries,-0.006059368,0.023857217
14385,streaked,-0.12868018,2.3512156
14386,quips,1.954723,0.7175771
14387,shadowed,-0.9806502,1.278339
14388,jinx,0.10402523,1.9499897
14389,terse,0.021444956,0.77838063
14390,gasping,-1.2770357,1.6282455
14391,crediting,0.42294413,2.1791317
14392,bolsters,1.5133867,-0.9760719
14393,semesters,0.26751822,1.0457891
14394,composites,-0.4160968,-1.5525264
14395,unwieldy,1.0371019,0.28372788
14396,populate,-0.12360881,-0.13887003
14397,cube,-0.4676913,-1.4914389
14398,communicator,1.7040955,0.048549186
14399,heartwarming,1.5386661,1.4114503
14400,dislikes,1.9834942,0.54765683
14401,waterfalls,-0.20978034,0.9130081
14402,hunk,0.67715967,0.012143614
14403,promos,1.1581516,-0.5552736
14404,accommodates,0.63975036,-0.40257776
14405,tidbits,1.5244036,-0.07560277
14406,rollers,-0.7738168,-0.14878358
14407,smug,2.1545186,0.11931117
14408,dislodge,-0.14926115,0.34651306
14409,woe,2.0295668,1.157254
14410,bookmarks,-0.4888507,-2.457361
14411,localization,0.43501404,-0.88536316
14412,ghastly,2.0029144,0.83444464
14413,uncooperative,0.16506968,1.3982247
14414,scribe,-0.06268453,0.08764317
14415,nicked,-0.5184119,1.4162505
14416,turbo,-1.3242458,-0.67201805
14417,warped,0.4927655,0.11017862
14418,artifact,-0.24987921,-0.21840814
14419,clamping,-0.305234,0.6125951
14420,shorthand,-0.024160115,-0.66129005
14421,cutters,-1.5524576,0.14071621
14422,disrupts,1.7599627,0.059195627
14423,mow,-1.0132687,0.9353547
14424,reorganizing,0.5247576,-0.3855527
14425,refill,0.17720175,-0.3656463
14426,fella,2.045565,-0.49214396
14427,prolonging,-0.07934257,1.5972726
14428,ah,-0.13928697,-2.7238026
14429,coarse,-0.28677958,-0.29181653
14430,middlemen,-0.092348084,-0.048328698
14431,clams,-0.12752867,-0.10064287
14432,bicycling,-0.039401203,1.4093845
14433,seduced,0.80431825,0.9818871
14434,quests,-0.010016022,-2.282015
14435,reselling,0.80986,-1.6375798
14436,puncture,0.88176036,-1.3493586
14437,panacea,1.4508224,1.1970427
14438,measly,0.10135117,1.8685511
14439,rag,-1.3517762,0.034406275
14440,realms,0.7083784,-0.05296848
14441,hurriedly,-0.13416071,0.92478377
14442,readable,-0.11184866,-0.7300906
14443,bunny,0.01847323,-0.31137466
14444,cranking,-0.18809327,1.2679111
14445,rerouted,-0.09680273,0.5176909
14446,tacky,1.2495735,-0.35976204
14447,underpaid,0.5319714,1.931068
14448,bipolar,1.6216125,-0.021305703
14449,corrosive,-0.054305732,-0.12981336
14450,carousel,-0.5087659,0.7770399
14451,despise,2.0677147,0.7528533
14452,whiz,0.013211168,-0.109791964
14453,flatly,0.0866531,2.2555678
14454,chiropractic,-0.12774502,1.125382
14455,couches,-0.14425081,-0.11243465
14456,agreeable,1.201644,1.4503922
14457,utensils,-0.18458733,-0.7147561
14458,sunken,-0.13375574,0.11985353
14459,operas,-2.0975032,0.13468038
14460,oftentimes,1.360795,0.8064364
14461,novices,1.1560844,2.0804513
14462,pampered,1.0126846,1.7831558
14463,granddaughters,1.9636744,-0.69216484
14464,crow,-0.057584696,-0.050666846
14465,diagonal,-2.105644,0.36431122
14466,impresses,1.8430614,1.3248214
14467,thoroughbred,-0.16002616,1.9237754
14468,configurable,-1.0463783,-2.0677598
14469,lettering,-0.07472743,-0.98118275
14470,ant,-0.13248548,-0.27475238
14471,fulltime,0.055266254,2.2076077
14472,downgrading,0.07194249,1.2444752
14473,lockup,-0.16733027,1.5559903
14474,grainy,-0.71749973,-1.5106137
14475,canisters,-0.26110238,-0.41427892
14476,cleanest,1.3715684,1.4184741
14477,immaculate,0.9371725,0.8784398
14478,purists,1.142372,0.076022975
14479,wrest,0.33301994,1.865965
14480,instinctive,2.2864075,0.39100468
14481,trickery,0.86232316,0.40453908
14482,dreamy,-0.21566269,0.11595696
14483,reneged,1.2866867,0.66589946
14484,optimist,1.3816744,1.9037708
14485,paws,-0.31715629,-0.15393366
14486,methanol,-0.22434351,-0.61334556
14487,meandering,-0.10800615,1.227841
14488,bling,0.19510746,-0.4368769
14489,boulder,-0.7818064,0.32647175
14490,critiques,1.5341725,0.19395459
14491,fabricating,-0.20857784,-0.18432784
14492,alarmingly,0.7002423,0.25788823
14493,flops,0.96206975,2.0298834
14494,sidestep,0.7892787,0.1966678
14495,handsomely,-0.018381687,0.5537687
14496,pegs,-0.85112786,0.53405774
14497,compressor,-2.0566747,-0.24336383
14498,anxiously,-0.047046557,0.78517425
14499,multipurpose,-0.16032556,-0.38937294
14500,solitude,0.033186913,1.9372913
14501,parrot,-0.076975845,-0.3671819
14502,astronomer,-0.21790221,-0.23945025
14503,meaningfully,-0.33948168,0.7217457
14504,shimmering,-0.8271439,-0.23481286
14505,unconcerned,1.6289512,1.76878
14506,hum,-0.7921927,1.713975
14507,technicality,-1.1643143,1.123147
14508,recyclables,-0.17127581,-0.24648038
14509,mesmerized,1.0971632,2.0159686
14510,jig,-0.16036282,-0.30647334
14511,outlast,0.17905034,2.6475027
14512,babysitter,1.0084019,0.26013222
14513,bumbling,1.7224241,1.2789664
14514,sustains,0.73742115,0.7801279
14515,crispy,-0.06003456,-1.5658612
14516,shorted,-0.062440686,-0.092492364
14517,functioned,-0.077757105,-0.0017365217
14518,raves,-0.028955653,2.1300478
14519,granular,-0.07606521,-1.9629426
14520,skew,0.25294903,0.00946884
14521,zeroed,-1.8675193,0.19509909
14522,amplify,0.40540168,-0.3375942
14523,trekking,-0.180016,1.0022213
14524,videoconferencing,0.14038825,-2.0054498
14525,converters,-1.6361929,-1.7509459
14526,skips,0.9536961,1.6725918
14527,carton,-0.26515543,-0.5363447
14528,pulsating,-0.15031573,1.2758524
14529,installers,-0.026055548,-2.0000067
14530,restarts,0.3231771,2.180588
14531,steeply,-0.025788132,1.4849753
14532,gingerly,-0.03284943,1.5464606
14533,caveats,0.94453156,0.58314264
14534,drummers,-2.216577,0.22700249
14535,eyebrow,0.9627314,0.8807095
14536,snags,0.6241792,2.2284634
14537,inaudible,-0.04488691,0.3305841
14538,megapixel,-1.447336,-2.0202527
14539,reposition,0.7859599,-1.3446217
14540,pleases,1.5178368,1.1080219
14541,looser,1.0926623,1.0895762
14542,sleazy,1.5149748,-0.19180103
14543,flattening,-0.14515273,0.08715238
14544,looped,-0.12009427,2.3157773
14545,uneventful,0.029282913,2.0379016
14546,perplexing,1.6353588,1.2340932
14547,carbs,0.14651194,-1.7181191
14548,turquoise,-0.26577097,-0.63317454
14549,texted,0.6097989,1.1141484
14550,delegated,-0.11548394,0.53625536
14551,outgrown,1.6134336,0.047966853
14552,longed,0.7832386,1.3898011
14553,spanking,0.33364126,2.299134
14554,foolproof,0.19811648,0.071380414
14555,brood,0.873937,-0.0026116055
14556,tolerable,1.0136005,1.6081622
14557,chuckles,2.1215,0.39226168
14558,id,0.025051616,-2.3222575
14559,liars,2.2650735,-0.09988761
14560,drugstore,0.6900856,-0.4620248
14561,descriptive,0.04732485,-0.63579744
14562,exemplify,1.0472246,-0.047919467
14563,volcanoes,-0.20294377,0.35236332
14564,vibes,-0.065654725,1.4046799
14565,alters,1.142291,-0.38641146
14566,overture,0.22010083,0.31112555
14567,iteration,0.113312274,-1.6485637
14568,giggling,1.8950139,0.347219
14569,redeeming,0.2150944,-0.17114118
14570,hr,0.12822688,-2.089844
14571,tipoff,0.022173094,2.390019
14572,sharpness,-0.6344088,-1.623711
14573,nightmarish,2.055023,0.899709
14574,uncomfortably,0.74226934,-1.3730588
14575,redeployment,0.51159894,-0.0009344127
14576,passcode,-0.17687827,-2.2949827
14577,genealogy,-0.058774035,0.20656802
14578,smacking,-0.49959466,2.0384755
14579,almonds,-0.090705775,-1.0324366
14580,tat,-1.1123537,0.38288406
14581,plating,-0.19508566,1.9560195
14582,lengthen,-1.112679,0.27414376
14583,obtains,1.3252113,0.017469421
14584,heterogeneous,-0.09107301,-0.5713966
14585,heaped,-0.40263832,0.67071223
14586,associating,1.1008509,0.036262862
14587,mutant,-0.064646795,-0.31030545
14588,advertises,1.2545218,-1.4622523
14589,clap,-0.057729274,1.1156493
14590,susceptibility,-0.11643469,1.4284341
14591,complementing,0.44672564,-1.4131078
14592,knight,-0.104916155,-0.33442366
14593,quirks,1.068448,0.21209085
14594,meaty,-0.052313328,-0.18782058
14595,behaves,1.0544553,0.25438085
14596,fonts,-0.5074527,-2.293095
14597,detours,-0.034198165,1.3825444
14598,reconfigured,0.34873423,-0.4143414
14599,tel,0.3250311,-2.1286392
14600,nuggets,1.2529058,-0.06661825
14601,deterring,1.7682805,0.027888587
14602,picky,2.2028863,0.47926453
14603,navigational,-0.013615405,-1.9142072
14604,dutifully,0.18723896,1.1452384
